MD6812_Left_lobe_Cl.10	MD6812_Left_lobe_Cl.11	MD6812_Left_lobe_Cl.12	MD6812_Left_lobe_Cl.13	MD6812_Left_lobe_Cl.14	MD6812_Left_lobe_Cl.15	MD6812_Left_lobe_Cl.16	MD6812_Left_lobe_Cl.17	MD6812_Left_lobe_Cl.18	MD6812_Left_lobe_Cl.19	MD6812_Left_lobe_Cl.2	MD6812_Left_lobe_Cl.21	MD6812_Left_lobe_Cl.22	MD6812_Left_lobe_Cl.23	MD6812_Left_lobe_Cl.3	MD6812_Left_lobe_Cl.4	MD6812_Left_lobe_Cl.5	MD6812_Left_lobe_Cl.6	MD6812_Left_lobe_Cl.65	MD6812_Left_lobe_Cl.7	MD6812_Left_lobe_Cl.8	MD6812_Left_lobe_Cl.9	MD6812_Left_lobe_Cl.NA	MD6812_Right_lobe_Cl.1	MD6812_Right_lobe_Cl.10	MD6812_Right_lobe_Cl.11	MD6812_Right_lobe_Cl.12	MD6812_Right_lobe_Cl.13	MD6812_Right_lobe_Cl.14	MD6812_Right_lobe_Cl.15	MD6812_Right_lobe_Cl.17	MD6812_Right_lobe_Cl.18	MD6812_Right_lobe_Cl.19	MD6812_Right_lobe_Cl.2	MD6812_Right_lobe_Cl.20	MD6812_Right_lobe_Cl.3	MD6812_Right_lobe_Cl.4	MD6812_Right_lobe_Cl.5	MD6812_Right_lobe_Cl.6	MD6812_Right_lobe_Cl.71	MD6812_Right_lobe_Cl.8	MD6812_Right_lobe_Cl.9	MD6812_Right_lobe_Cl.NA	MD7047_Left_lobe_Cl.1	MD7047_Left_lobe_Cl.10	MD7047_Left_lobe_Cl.100	MD7047_Left_lobe_Cl.11	MD7047_Left_lobe_Cl.12	MD7047_Left_lobe_Cl.13	MD7047_Left_lobe_Cl.14	MD7047_Left_lobe_Cl.15	MD7047_Left_lobe_Cl.16	MD7047_Left_lobe_Cl.17	MD7047_Left_lobe_Cl.18	MD7047_Left_lobe_Cl.19	MD7047_Left_lobe_Cl.2	MD7047_Left_lobe_Cl.20	MD7047_Left_lobe_Cl.21	MD7047_Left_lobe_Cl.22	MD7047_Left_lobe_Cl.23	MD7047_Left_lobe_Cl.24	MD7047_Left_lobe_Cl.25	MD7047_Left_lobe_Cl.26	MD7047_Left_lobe_Cl.27	MD7047_Left_lobe_Cl.28	MD7047_Left_lobe_Cl.29	MD7047_Left_lobe_Cl.3	MD7047_Left_lobe_Cl.30	MD7047_Left_lobe_Cl.32	MD7047_Left_lobe_Cl.33	MD7047_Left_lobe_Cl.34	MD7047_Left_lobe_Cl.35	MD7047_Left_lobe_Cl.37	MD7047_Left_lobe_Cl.39	MD7047_Left_lobe_Cl.4	MD7047_Left_lobe_Cl.40	MD7047_Left_lobe_Cl.41	MD7047_Left_lobe_Cl.42	MD7047_Left_lobe_Cl.43	MD7047_Left_lobe_Cl.44	MD7047_Left_lobe_Cl.45	MD7047_Left_lobe_Cl.46	MD7047_Left_lobe_Cl.47	MD7047_Left_lobe_Cl.48	MD7047_Left_lobe_Cl.49	MD7047_Left_lobe_Cl.5	MD7047_Left_lobe_Cl.50	MD7047_Left_lobe_Cl.51	MD7047_Left_lobe_Cl.52	MD7047_Left_lobe_Cl.53	MD7047_Left_lobe_Cl.54	MD7047_Left_lobe_Cl.55	MD7047_Left_lobe_Cl.56	MD7047_Left_lobe_Cl.57	MD7047_Left_lobe_Cl.59	MD7047_Left_lobe_Cl.6	MD7047_Left_lobe_Cl.62	MD7047_Left_lobe_Cl.63	MD7047_Left_lobe_Cl.64	MD7047_Left_lobe_Cl.65	MD7047_Left_lobe_Cl.66	MD7047_Left_lobe_Cl.68	MD7047_Left_lobe_Cl.69	MD7047_Left_lobe_Cl.7	MD7047_Left_lobe_Cl.70	MD7047_Left_lobe_Cl.71	MD7047_Left_lobe_Cl.72	MD7047_Left_lobe_Cl.73	MD7047_Left_lobe_Cl.74	MD7047_Left_lobe_Cl.75	MD7047_Left_lobe_Cl.77	MD7047_Left_lobe_Cl.78	MD7047_Left_lobe_Cl.79	MD7047_Left_lobe_Cl.8	MD7047_Left_lobe_Cl.80	MD7047_Left_lobe_Cl.81	MD7047_Left_lobe_Cl.82	MD7047_Left_lobe_Cl.84	MD7047_Left_lobe_Cl.85	MD7047_Left_lobe_Cl.86	MD7047_Left_lobe_Cl.87	MD7047_Left_lobe_Cl.88	MD7047_Left_lobe_Cl.89	MD7047_Left_lobe_Cl.9	MD7047_Left_lobe_Cl.90	MD7047_Left_lobe_Cl.91	MD7047_Left_lobe_Cl.92	MD7047_Left_lobe_Cl.94	MD7047_Left_lobe_Cl.95	MD7047_Left_lobe_Cl.96	MD7047_Left_lobe_Cl.97	MD7047_Left_lobe_Cl.99	MD7047_Left_lobe_Cl.NA	MD7047_Right_lobe_Cl.1	MD7047_Right_lobe_Cl.10	MD7047_Right_lobe_Cl.100	MD7047_Right_lobe_Cl.11	MD7047_Right_lobe_Cl.12	MD7047_Right_lobe_Cl.13	MD7047_Right_lobe_Cl.14	MD7047_Right_lobe_Cl.15	MD7047_Right_lobe_Cl.16	MD7047_Right_lobe_Cl.17	MD7047_Right_lobe_Cl.18	MD7047_Right_lobe_Cl.2	MD7047_Right_lobe_Cl.20	MD7047_Right_lobe_Cl.21	MD7047_Right_lobe_Cl.22	MD7047_Right_lobe_Cl.23	MD7047_Right_lobe_Cl.25	MD7047_Right_lobe_Cl.26	MD7047_Right_lobe_Cl.27	MD7047_Right_lobe_Cl.28	MD7047_Right_lobe_Cl.29	MD7047_Right_lobe_Cl.3	MD7047_Right_lobe_Cl.30	MD7047_Right_lobe_Cl.31	MD7047_Right_lobe_Cl.32	MD7047_Right_lobe_Cl.33	MD7047_Right_lobe_Cl.34	MD7047_Right_lobe_Cl.37	MD7047_Right_lobe_Cl.38	MD7047_Right_lobe_Cl.39	MD7047_Right_lobe_Cl.4	MD7047_Right_lobe_Cl.40	MD7047_Right_lobe_Cl.41	MD7047_Right_lobe_Cl.42	MD7047_Right_lobe_Cl.43	MD7047_Right_lobe_Cl.44	MD7047_Right_lobe_Cl.46	MD7047_Right_lobe_Cl.47	MD7047_Right_lobe_Cl.48	MD7047_Right_lobe_Cl.49	MD7047_Right_lobe_Cl.5	MD7047_Right_lobe_Cl.50	MD7047_Right_lobe_Cl.51	MD7047_Right_lobe_Cl.52	MD7047_Right_lobe_Cl.53	MD7047_Right_lobe_Cl.54	MD7047_Right_lobe_Cl.55	MD7047_Right_lobe_Cl.56	MD7047_Right_lobe_Cl.57	MD7047_Right_lobe_Cl.58	MD7047_Right_lobe_Cl.59	MD7047_Right_lobe_Cl.60	MD7047_Right_lobe_Cl.61	MD7047_Right_lobe_Cl.62	MD7047_Right_lobe_Cl.63	MD7047_Right_lobe_Cl.64	MD7047_Right_lobe_Cl.65	MD7047_Right_lobe_Cl.67	MD7047_Right_lobe_Cl.68	MD7047_Right_lobe_Cl.69	MD7047_Right_lobe_Cl.7	MD7047_Right_lobe_Cl.70	MD7047_Right_lobe_Cl.71	MD7047_Right_lobe_Cl.73	MD7047_Right_lobe_Cl.74	MD7047_Right_lobe_Cl.76	MD7047_Right_lobe_Cl.77	MD7047_Right_lobe_Cl.78	MD7047_Right_lobe_Cl.79	MD7047_Right_lobe_Cl.8	MD7047_Right_lobe_Cl.81	MD7047_Right_lobe_Cl.82	MD7047_Right_lobe_Cl.83	MD7047_Right_lobe_Cl.84	MD7047_Right_lobe_Cl.85	MD7047_Right_lobe_Cl.86	MD7047_Right_lobe_Cl.88	MD7047_Right_lobe_Cl.89	MD7047_Right_lobe_Cl.9	MD7047_Right_lobe_Cl.90	MD7047_Right_lobe_Cl.91	MD7047_Right_lobe_Cl.92	MD7047_Right_lobe_Cl.93	MD7047_Right_lobe_Cl.94	MD7047_Right_lobe_Cl.95	MD7047_Right_lobe_Cl.96	MD7047_Right_lobe_Cl.97	MD7047_Right_lobe_Cl.98	MD7047_Right_lobe_Cl.99	MD7047_Right_lobe_Cl.NA
3bp_deletion_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bp_deletion_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bp_deletion_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bp_deletion_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bp_deletion_6+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4bp_deletion_1	0	0	0	2	0	1	0	1	1	1	1	0	0	1	0	0	2	2	0	2	0	0	34	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	1	0	5	0	36	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	16
4bp_deletion_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4bp_deletion_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4bp_deletion_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4bp_deletion_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4bp_deletion_6+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5+bp_deletion_1	0	3	1	6	2	6	4	4	4	3	1	9	0	3	1	3	10	5	1	6	3	2	236	3	4	1	1	1	0	0	8	3	0	0	15	1	0	17	7	0	3	7	228	0	0	5	1	1	2	0	0	0	0	2	2	2	0	1	3	0	0	0	0	1	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	12	0	1	4	15	10	1	1	1	0	27	0	0	4	0	0	3	0	0	1	1	2	0	1	1	0	0	0	2	5	0	5	0	0	5	3	0	0	0	1	0	0	1	0	4	0	0	0	2	2	0	0	1	115	1	0	0	9	1	5	2	20	1	15	1	3	0	0	0	0	1	1	0	2	0	0	2	0	0	1	0	0	1	0	0	3	1	1	2	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	4	6	0	0	0	4	0	7	0	0	1	0	1	0	0	0	0	0	13	1	0	0	0	0	1	0	0	0	0	24	0	1	1	0	2	1	0	0	0	110
5+bp_deletion_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
5+bp_deletion_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5+bp_deletion_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5+bp_deletion_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5+bp_deletion_6+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2bp_insertion_0	1	1	1	6	3	6	1	4	5	0	1	7	0	1	0	5	8	6	2	5	0	1	210	0	2	3	4	2	1	0	4	1	0	0	19	0	3	9	3	1	8	9	191	1	1	8	3	0	6	0	0	2	1	4	2	0	0	0	5	1	0	0	0	0	1	0	1	0	1	1	2	1	0	0	0	0	0	0	0	10	0	0	14	22	9	0	2	1	0	21	0	0	2	0	0	0	0	0	0	4	0	0	0	1	0	0	2	1	6	0	4	0	0	4	10	0	0	0	1	1	0	0	0	1	0	1	0	3	0	0	0	0	86	1	1	0	4	2	9	5	22	3	12	0	2	1	0	2	3	2	0	0	2	0	0	0	2	0	4	0	0	0	0	0	2	0	0	0	3	0	1	0	0	1	1	0	0	1	0	1	0	0	0	7	11	0	1	0	4	0	7	0	0	1	0	0	0	0	0	0	1	8	0	1	0	0	1	0	0	0	1	1	23	0	0	0	0	5	1	0	0	0	86
2bp_insertion_1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2bp_insertion_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2bp_insertion_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
