MD6812_Left_lobe_Cl.10	MD6812_Left_lobe_Cl.11	MD6812_Left_lobe_Cl.12	MD6812_Left_lobe_Cl.13	MD6812_Left_lobe_Cl.14	MD6812_Left_lobe_Cl.15	MD6812_Left_lobe_Cl.16	MD6812_Left_lobe_Cl.17	MD6812_Left_lobe_Cl.18	MD6812_Left_lobe_Cl.19	MD6812_Left_lobe_Cl.2	MD6812_Left_lobe_Cl.21	MD6812_Left_lobe_Cl.22	MD6812_Left_lobe_Cl.23	MD6812_Left_lobe_Cl.3	MD6812_Left_lobe_Cl.4	MD6812_Left_lobe_Cl.5	MD6812_Left_lobe_Cl.6	MD6812_Left_lobe_Cl.65	MD6812_Left_lobe_Cl.7	MD6812_Left_lobe_Cl.8	MD6812_Left_lobe_Cl.9	MD6812_Left_lobe_Cl.NA	MD6812_Right_lobe_Cl.1	MD6812_Right_lobe_Cl.10	MD6812_Right_lobe_Cl.11	MD6812_Right_lobe_Cl.12	MD6812_Right_lobe_Cl.13	MD6812_Right_lobe_Cl.14	MD6812_Right_lobe_Cl.15	MD6812_Right_lobe_Cl.17	MD6812_Right_lobe_Cl.18	MD6812_Right_lobe_Cl.19	MD6812_Right_lobe_Cl.2	MD6812_Right_lobe_Cl.20	MD6812_Right_lobe_Cl.3	MD6812_Right_lobe_Cl.4	MD6812_Right_lobe_Cl.5	MD6812_Right_lobe_Cl.6	MD6812_Right_lobe_Cl.71	MD6812_Right_lobe_Cl.8	MD6812_Right_lobe_Cl.9	MD6812_Right_lobe_Cl.NA	MD7047_Left_lobe_Cl.1	MD7047_Left_lobe_Cl.10	MD7047_Left_lobe_Cl.100	MD7047_Left_lobe_Cl.11	MD7047_Left_lobe_Cl.12	MD7047_Left_lobe_Cl.13	MD7047_Left_lobe_Cl.14	MD7047_Left_lobe_Cl.15	MD7047_Left_lobe_Cl.16	MD7047_Left_lobe_Cl.17	MD7047_Left_lobe_Cl.18	MD7047_Left_lobe_Cl.19	MD7047_Left_lobe_Cl.2	MD7047_Left_lobe_Cl.20	MD7047_Left_lobe_Cl.21	MD7047_Left_lobe_Cl.22	MD7047_Left_lobe_Cl.23	MD7047_Left_lobe_Cl.24	MD7047_Left_lobe_Cl.25	MD7047_Left_lobe_Cl.26	MD7047_Left_lobe_Cl.27	MD7047_Left_lobe_Cl.28	MD7047_Left_lobe_Cl.29	MD7047_Left_lobe_Cl.3	MD7047_Left_lobe_Cl.30	MD7047_Left_lobe_Cl.32	MD7047_Left_lobe_Cl.33	MD7047_Left_lobe_Cl.34	MD7047_Left_lobe_Cl.35	MD7047_Left_lobe_Cl.37	MD7047_Left_lobe_Cl.39	MD7047_Left_lobe_Cl.4	MD7047_Left_lobe_Cl.40	MD7047_Left_lobe_Cl.41	MD7047_Left_lobe_Cl.42	MD7047_Left_lobe_Cl.43	MD7047_Left_lobe_Cl.44	MD7047_Left_lobe_Cl.45	MD7047_Left_lobe_Cl.46	MD7047_Left_lobe_Cl.47	MD7047_Left_lobe_Cl.48	MD7047_Left_lobe_Cl.49	MD7047_Left_lobe_Cl.5	MD7047_Left_lobe_Cl.50	MD7047_Left_lobe_Cl.51	MD7047_Left_lobe_Cl.52	MD7047_Left_lobe_Cl.53	MD7047_Left_lobe_Cl.54	MD7047_Left_lobe_Cl.55	MD7047_Left_lobe_Cl.56	MD7047_Left_lobe_Cl.57	MD7047_Left_lobe_Cl.59	MD7047_Left_lobe_Cl.6	MD7047_Left_lobe_Cl.62	MD7047_Left_lobe_Cl.63	MD7047_Left_lobe_Cl.64	MD7047_Left_lobe_Cl.65	MD7047_Left_lobe_Cl.66	MD7047_Left_lobe_Cl.68	MD7047_Left_lobe_Cl.69	MD7047_Left_lobe_Cl.7	MD7047_Left_lobe_Cl.70	MD7047_Left_lobe_Cl.71	MD7047_Left_lobe_Cl.72	MD7047_Left_lobe_Cl.73	MD7047_Left_lobe_Cl.74	MD7047_Left_lobe_Cl.75	MD7047_Left_lobe_Cl.77	MD7047_Left_lobe_Cl.78	MD7047_Left_lobe_Cl.79	MD7047_Left_lobe_Cl.8	MD7047_Left_lobe_Cl.80	MD7047_Left_lobe_Cl.81	MD7047_Left_lobe_Cl.82	MD7047_Left_lobe_Cl.84	MD7047_Left_lobe_Cl.85	MD7047_Left_lobe_Cl.86	MD7047_Left_lobe_Cl.87	MD7047_Left_lobe_Cl.88	MD7047_Left_lobe_Cl.89	MD7047_Left_lobe_Cl.9	MD7047_Left_lobe_Cl.90	MD7047_Left_lobe_Cl.91	MD7047_Left_lobe_Cl.92	MD7047_Left_lobe_Cl.94	MD7047_Left_lobe_Cl.95	MD7047_Left_lobe_Cl.96	MD7047_Left_lobe_Cl.97	MD7047_Left_lobe_Cl.99	MD7047_Left_lobe_Cl.NA	MD7047_Right_lobe_Cl.1	MD7047_Right_lobe_Cl.10	MD7047_Right_lobe_Cl.100	MD7047_Right_lobe_Cl.11	MD7047_Right_lobe_Cl.12	MD7047_Right_lobe_Cl.13	MD7047_Right_lobe_Cl.14	MD7047_Right_lobe_Cl.15	MD7047_Right_lobe_Cl.16	MD7047_Right_lobe_Cl.17	MD7047_Right_lobe_Cl.18	MD7047_Right_lobe_Cl.2	MD7047_Right_lobe_Cl.20	MD7047_Right_lobe_Cl.21	MD7047_Right_lobe_Cl.22	MD7047_Right_lobe_Cl.23	MD7047_Right_lobe_Cl.25	MD7047_Right_lobe_Cl.26	MD7047_Right_lobe_Cl.27	MD7047_Right_lobe_Cl.28	MD7047_Right_lobe_Cl.29	MD7047_Right_lobe_Cl.3	MD7047_Right_lobe_Cl.30	MD7047_Right_lobe_Cl.31	MD7047_Right_lobe_Cl.32	MD7047_Right_lobe_Cl.33	MD7047_Right_lobe_Cl.34	MD7047_Right_lobe_Cl.37	MD7047_Right_lobe_Cl.38	MD7047_Right_lobe_Cl.39	MD7047_Right_lobe_Cl.4	MD7047_Right_lobe_Cl.40	MD7047_Right_lobe_Cl.41	MD7047_Right_lobe_Cl.42	MD7047_Right_lobe_Cl.43	MD7047_Right_lobe_Cl.44	MD7047_Right_lobe_Cl.46	MD7047_Right_lobe_Cl.47	MD7047_Right_lobe_Cl.48	MD7047_Right_lobe_Cl.49	MD7047_Right_lobe_Cl.5	MD7047_Right_lobe_Cl.50	MD7047_Right_lobe_Cl.51	MD7047_Right_lobe_Cl.52	MD7047_Right_lobe_Cl.53	MD7047_Right_lobe_Cl.54	MD7047_Right_lobe_Cl.55	MD7047_Right_lobe_Cl.56	MD7047_Right_lobe_Cl.57	MD7047_Right_lobe_Cl.58	MD7047_Right_lobe_Cl.59	MD7047_Right_lobe_Cl.60	MD7047_Right_lobe_Cl.61	MD7047_Right_lobe_Cl.62	MD7047_Right_lobe_Cl.63	MD7047_Right_lobe_Cl.64	MD7047_Right_lobe_Cl.65	MD7047_Right_lobe_Cl.67	MD7047_Right_lobe_Cl.68	MD7047_Right_lobe_Cl.69	MD7047_Right_lobe_Cl.7	MD7047_Right_lobe_Cl.70	MD7047_Right_lobe_Cl.71	MD7047_Right_lobe_Cl.73	MD7047_Right_lobe_Cl.74	MD7047_Right_lobe_Cl.76	MD7047_Right_lobe_Cl.77	MD7047_Right_lobe_Cl.78	MD7047_Right_lobe_Cl.79	MD7047_Right_lobe_Cl.8	MD7047_Right_lobe_Cl.81	MD7047_Right_lobe_Cl.82	MD7047_Right_lobe_Cl.83	MD7047_Right_lobe_Cl.84	MD7047_Right_lobe_Cl.85	MD7047_Right_lobe_Cl.86	MD7047_Right_lobe_Cl.88	MD7047_Right_lobe_Cl.89	MD7047_Right_lobe_Cl.9	MD7047_Right_lobe_Cl.90	MD7047_Right_lobe_Cl.91	MD7047_Right_lobe_Cl.92	MD7047_Right_lobe_Cl.93	MD7047_Right_lobe_Cl.94	MD7047_Right_lobe_Cl.95	MD7047_Right_lobe_Cl.96	MD7047_Right_lobe_Cl.97	MD7047_Right_lobe_Cl.98	MD7047_Right_lobe_Cl.99	MD7047_Right_lobe_Cl.NA
2bp_insertion_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2bp_insertion_5+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bp_insertion_0	1	4	2	2	1	3	3	1	0	0	6	4	1	5	0	4	5	6	2	3	5	0	154	4	1	0	1	1	0	1	4	1	1	0	15	5	1	6	1	2	5	5	151	1	1	9	0	0	3	0	0	0	0	2	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	5	1	3	7	14	10	4	0	1	0	26	0	0	0	1	0	0	1	1	0	1	0	0	0	4	0	0	2	1	11	0	5	0	0	1	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	54	0	1	0	5	2	3	1	20	0	11	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0	2	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	9	3	0	0	0	2	0	3	1	0	0	0	2	0	0	0	0	1	8	0	0	0	1	0	0	0	0	0	2	21	0	0	1	1	6	0	1	0	0	58
3bp_insertion_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3bp_insertion_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bp_insertion_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bp_insertion_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bp_insertion_5+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4bp_insertion_0	0	0	0	0	0	4	1	2	3	0	0	3	0	2	0	3	4	2	0	5	1	0	99	0	2	0	0	0	0	0	4	1	1	0	5	0	0	6	1	0	5	1	100	0	0	1	0	1	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	5	0	2	5	11	5	0	3	0	3	16	0	0	0	0	0	0	0	2	1	1	0	1	1	0	0	1	0	0	3	0	1	0	0	1	9	0	1	0	1	0	0	3	3	3	1	0	0	1	0	0	1	0	72	0	0	1	0	3	2	1	11	3	0	3	1	1	0	0	1	1	0	0	7	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	5	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	3	0	1	0	0	1	10	0	3	0	0	0	0	1	1	0	1	11	6	0	0	1	1	0	0	0	0	0	14	0	0	0	1	1	0	1	0	0	65
4bp_insertion_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4bp_insertion_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4bp_insertion_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4bp_insertion_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4bp_insertion_5+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5+bp_insertion_0	1	5	2	11	6	21	5	5	7	6	7	15	3	13	2	13	20	19	2	18	10	5	617	4	6	2	3	1	2	6	14	5	4	3	40	5	2	27	14	4	21	18	583	5	1	20	6	2	11	2	0	8	1	2	5	0	5	2	9	4	2	1	8	3	0	2	1	0	1	5	1	1	1	0	2	0	1	6	4	30	0	7	25	46	39	15	1	1	1	75	0	0	5	1	1	0	0	2	1	1	2	0	1	4	1	0	1	0	17	1	23	0	1	19	29	0	0	0	1	1	0	0	5	4	3	0	0	5	0	4	0	1	357	8	2	1	12	8	13	3	64	4	33	5	0	3	5	0	1	2	5	1	23	1	0	3	0	0	0	2	0	2	3	1	2	6	1	2	0	3	1	0	1	0	1	0	1	0	0	3	4	0	0	22	29	1	0	0	4	0	29	2	1	3	1	0	2	1	1	0	0	48	4	1	4	0	2	0	1	3	1	2	70	0	2	1	0	32	0	1	2	0	355
5+bp_insertion_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
5+bp_insertion_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5+bp_insertion_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5+bp_insertion_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5+bp_insertion_5+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2bp_deletion_with_microhomology_1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	2	0	2	1	1	0	37	1	0	0	0	0	0	1	0	0	0	1	4	1	0	1	0	0	1	0	35	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	2	1	0	0	0	0	7	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	18	0	0	0	0	1	0	0	6	0	1	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	1	7	2	0	1	0	2	0	0	0	0	14
