MD6812_Left_lobe_Cl.10	MD6812_Left_lobe_Cl.11	MD6812_Left_lobe_Cl.12	MD6812_Left_lobe_Cl.14	MD6812_Left_lobe_Cl.17	MD6812_Left_lobe_Cl.18	MD6812_Left_lobe_Cl.19	MD6812_Left_lobe_Cl.2	MD6812_Left_lobe_Cl.21	MD6812_Left_lobe_Cl.22	MD6812_Left_lobe_Cl.23	MD6812_Left_lobe_Cl.4	MD6812_Left_lobe_Cl.5	MD6812_Left_lobe_Cl.6	MD6812_Left_lobe_Cl.7	MD6812_Left_lobe_Cl.8	MD6812_Left_lobe_Cl.9	MD6812_Right_lobe_Cl.1	MD6812_Right_lobe_Cl.10	MD6812_Right_lobe_Cl.11	MD6812_Right_lobe_Cl.12	MD6812_Right_lobe_Cl.15	MD6812_Right_lobe_Cl.19	MD6812_Right_lobe_Cl.20	MD6812_Right_lobe_Cl.3	MD6812_Right_lobe_Cl.4	MD6812_Right_lobe_Cl.5	MD6812_Right_lobe_Cl.8	MD6812_Right_lobe_Cl.9	MD7047_Left_lobe_Cl.1	MD7047_Left_lobe_Cl.10	MD7047_Left_lobe_Cl.100	MD7047_Left_lobe_Cl.11	MD7047_Left_lobe_Cl.12	MD7047_Left_lobe_Cl.13	MD7047_Left_lobe_Cl.15	MD7047_Left_lobe_Cl.16	MD7047_Left_lobe_Cl.17	MD7047_Left_lobe_Cl.18	MD7047_Left_lobe_Cl.19	MD7047_Left_lobe_Cl.22	MD7047_Left_lobe_Cl.23	MD7047_Left_lobe_Cl.24	MD7047_Left_lobe_Cl.26	MD7047_Left_lobe_Cl.29	MD7047_Left_lobe_Cl.3	MD7047_Left_lobe_Cl.32	MD7047_Left_lobe_Cl.33	MD7047_Left_lobe_Cl.37	MD7047_Left_lobe_Cl.40	MD7047_Left_lobe_Cl.41	MD7047_Left_lobe_Cl.43	MD7047_Left_lobe_Cl.46	MD7047_Left_lobe_Cl.47	MD7047_Left_lobe_Cl.48	MD7047_Left_lobe_Cl.49	MD7047_Left_lobe_Cl.5	MD7047_Left_lobe_Cl.50	MD7047_Left_lobe_Cl.51	MD7047_Left_lobe_Cl.53	MD7047_Left_lobe_Cl.59	MD7047_Left_lobe_Cl.63	MD7047_Left_lobe_Cl.65	MD7047_Left_lobe_Cl.7	MD7047_Left_lobe_Cl.74	MD7047_Left_lobe_Cl.77	MD7047_Left_lobe_Cl.8	MD7047_Left_lobe_Cl.80	MD7047_Left_lobe_Cl.89	MD7047_Left_lobe_Cl.9	MD7047_Left_lobe_Cl.92	MD7047_Right_lobe_Cl.1	MD7047_Right_lobe_Cl.10	MD7047_Right_lobe_Cl.100	MD7047_Right_lobe_Cl.11	MD7047_Right_lobe_Cl.12	MD7047_Right_lobe_Cl.13	MD7047_Right_lobe_Cl.14	MD7047_Right_lobe_Cl.15	MD7047_Right_lobe_Cl.16	MD7047_Right_lobe_Cl.17	MD7047_Right_lobe_Cl.18	MD7047_Right_lobe_Cl.19	MD7047_Right_lobe_Cl.20	MD7047_Right_lobe_Cl.21	MD7047_Right_lobe_Cl.23	MD7047_Right_lobe_Cl.25	MD7047_Right_lobe_Cl.28	MD7047_Right_lobe_Cl.3	MD7047_Right_lobe_Cl.30	MD7047_Right_lobe_Cl.34	MD7047_Right_lobe_Cl.39	MD7047_Right_lobe_Cl.40	MD7047_Right_lobe_Cl.42	MD7047_Right_lobe_Cl.5	MD7047_Right_lobe_Cl.56	MD7047_Right_lobe_Cl.59	MD7047_Right_lobe_Cl.62	MD7047_Right_lobe_Cl.76	MD7047_Right_lobe_Cl.79	MD7047_Right_lobe_Cl.8	MD7047_Right_lobe_Cl.84	MD7047_Right_lobe_Cl.9	MD7047_Right_lobe_Cl.90	MD7047_Right_lobe_Cl.95
AT>CC	2.42054721931655e-06	0.0216338215491088	0.00280027161178827	0.00771343872431857	3.85672049503624e-05	0.00819162195278203	6.50842864081634e-05	0.00465513371355289	0.000823152931205496	0.00128710161156878	0.00887318214433137	8.60707696552468e-06	4.29507313908338e-05	0.000960690658585759	0.000803386202546825	0.00264102568622522	6.15416566155871e-05	0.00465513371355289	0.000775463970455555	6.50842864081634e-05	3.85672049503624e-05	0.000315069141546051	0.0116140179123532	0.000775463970455555	0.00655994633641907	0.000157534570773025	3.64772021653519e-05	0.00269684528762707	5.41857177216715e-05	0.00752991765681228	2.26038733606161e-18	0.000775463970455555	0.00704421822527463	0.00321413595227217	0.00759426733061488	0.0018321258607501	0.00500578419394723	0.00541536018136168	0.00673240021999647	0.0181620958638846	0.00576296199342033	0.0262357852842851	0.00801918372613659	0.00750794400575988	0.000210107885043217	0.00384604775410585	0.000775463970455555	0.00756148552140194	0.0024855212762185	0.00708812425232876	0.000514628360082903	0.00602518405065278	0.00190126277778297	0.00220536767452726	0.0031405462359585	0.00554166393885674	0.00568628681132579	0.00104340988148304	0.00208893160550225	0.00504024261636966	1.00928019201135e-05	0.000616599984937127	0.00524697285272475	0.00068600827258103	0.00138529569176255	0.00180263094207902	0.00976133837339863	6.97829058076019e-08	3.65392760308393e-05	0.00148689014755897	4.23536632794956e-05	0.0086813924161454	0.0138560770243749	3.64772021653519e-05	0.00252253868036425	0.00791006910587057	0.00249278222083073	0.000453707588893798	3.68357120063761e-05	0.0158483460054394	0.00171957875507317	0.000295810934185804	0.0132105256554556	9.77209499254928e-06	0.000170754575313275	0.00185347676021133	0.000315096610404529	0.00138903809425924	3.83437237887116e-05	0.000218444342629934	0.00504534594801659	0.00111803761472906	0.00314011827348192	0.0310721148788489	0.00252909556062734	1.4936371503592e-06	1.00928019201135e-05	8.36283738180308e-05	0.000154681522959935	0.00631687284923639	0.00340978574434931	0.000144936422953449	0.00577940386129661	0.00470547136970926	0.00205048499549986
AT>CG	3.1554928188048e-17	0.00019209021311068	2.55774382077088e-05	6.92101430185034e-05	1.90120024403195e-17	7.28587772313667e-05	5.92631885891871e-07	4.26312245346423e-05	7.53834789630297e-06	1.14427580158895e-05	7.97160691737941e-05	6.15920827156822e-08	2.11728957560448e-17	8.7979039259959e-06	7.35732627595514e-06	2.35251318232503e-05	5.31321521188918e-07	4.26312245346423e-05	7.10161741364562e-06	5.92631885891871e-07	1.90120024403195e-17	2.86288520394166e-06	0.000106209503144528	7.10161741364562e-06	5.96836309276088e-05	1.43144260197083e-06	1.79817193772861e-17	2.46974252656374e-05	4.96227099135308e-07	6.82602545472153e-05	3.05475202844898e-18	7.10161741364562e-06	6.33410451147619e-05	2.9028535053261e-05	6.78045098774794e-05	1.67101212558143e-05	4.26303494685849e-05	4.9559524139098e-05	6.09496727665762e-05	0.000164568891647656	5.07538393408697e-05	0.000238190544641845	7.22163226471584e-05	6.83379654839139e-05	1.9241458946063e-06	3.37104638461035e-05	7.10161741364562e-06	6.7123295995759e-05	2.14183506873952e-05	6.45791878361232e-05	4.70611595171982e-06	5.42723383519237e-05	1.60714917038202e-05	2.01923591842292e-05	2.8241924531953e-05	5.07499750190297e-05	4.92501559581999e-05	8.51636258836598e-06	1.86690711042099e-05	4.61371265938521e-05	9.09997755259992e-08	5.632171224136e-06	4.73668296593068e-05	5.58091183116757e-06	1.26810978002279e-05	1.64945611573447e-05	8.71608153832473e-05	5.98615536813201e-10	1.8012319170132e-17	1.25452318799244e-05	5.02995910784201e-08	7.89590317124664e-05	0.000124677254478164	1.79817193772861e-17	2.31011437043884e-05	7.06418229491791e-05	2.20478036796966e-05	3.46176193316162e-06	1.8158449580608e-17	0.000142232125087528	1.57367803894787e-05	2.70659062056278e-06	0.000116549808549747	8.94890726519723e-08	1.08325055226585e-06	1.61735092832918e-05	2.88562159006027e-06	1.27200164588823e-05	3.15417266231284e-17	2.00049029569054e-06	4.58785322532374e-05	1.02238373065514e-05	2.73389261785779e-05	0.000281374610445355	2.27888654205825e-05	1.45300517027537e-17	9.09997755259992e-08	7.62542351113879e-07	1.41606075585478e-06	5.76949541435662e-05	2.90753419981141e-05	1.31190170363302e-06	5.11529083860412e-05	4.30075757826578e-05	1.87777856857967e-05
AT>GA	0.00116601339418872	0.160852305936183	0.0174117397010227	0.0545278964165751	0.00200984025797663	0.0600519856758667	0.000400829752954565	0.0274407882062066	0.00485226991026399	0.0093251530479568	0.0613138556287236	0.00014264262573543	0.00223827755135331	0.00566301861903185	0.00473575024659182	0.0193129646968546	0.00107965329138276	0.0274407882062066	0.0045711560363696	0.000400829752954565	0.00200984025797663	0.00197072580800298	0.0705039024343513	0.0045711560363696	0.0411209050487754	0.00098536290400149	0.00190092461988453	0.0158971932744333	0.000319410546569854	0.0487119861550706	0.000104623642411995	0.0045711560363696	0.0478967396444207	0.0217986709562291	0.0539824473734568	0.0117885078902156	0.0463526969010896	0.0325642812581094	0.0438442638328114	0.118240292562843	0.0474481447241716	0.166100656914219	0.0534407640024126	0.0478391736487729	0.00123853069078107	0.0312950991343318	0.0045711560363696	0.0570204728263783	0.022589593433736	0.0434637518571934	0.00310229758497806	0.0423819461916549	0.0183240797583646	0.0130210861617568	0.0236724792530151	0.03355663138907	0.0495870031592547	0.0113946176981403	0.015115618830592	0.0298499283657172	6.67064814375023e-05	0.00372525044768053	0.0356022171848281	0.00799177021584471	0.00837611857027725	0.0107022587811107	0.0710015783956591	6.15489175153025e-07	0.00190415945512824	0.0146389208310607	0.0019533114388793	0.0555074222755832	0.0963779649540582	0.00190092461988453	0.0148697016947788	0.0580700652049929	0.0187325810926818	0.00656542048198013	0.00191960752709284	0.109251078545986	0.0102748545736135	0.00180073348095863	0.104749313319486	5.76177800306027e-05	0.00389356037306734	0.0155094321321384	0.00323121388588124	0.00819128532505359	0.00243110364101885	0.00221624926531082	0.0313873233292323	0.00666640828668852	0.0261163743870675	0.201937894829407	0.0168965496858819	0.000550266134088235	6.67064814375023e-05	0.00050970993660444	0.000914413624618605	0.0384713802678852	0.0325956692566433	0.000932137095626589	0.0443358413871141	0.028192037836061	0.0120887856698043
AT>GC	5.64868849964275e-05	0.04630302884788	0.00617520861779523	0.0167267720395932	1.90120024403195e-17	0.0175499701913689	0.000142367889829153	0.0102412941698164	0.00181093644865209	0.00274889244289316	0.0192163759507247	1.50649795258083e-05	2.11728957560448e-17	0.00211351944888867	0.00176744964560302	0.00567362253376855	0.000157734174731532	0.0102412941698164	0.00170602073500222	0.000142367889829153	1.90120024403195e-17	0.00068775058347535	0.0255843923129031	0.00170602073500222	0.0143635990183735	0.000343875291737675	1.79817193772861e-17	0.00593305963277957	0.000119208578987677	0.016441759569143	5.68325958781207e-06	0.00170602073500222	0.0152420735707751	0.0070171013635273	0.0163114701353082	0.00404924997688972	0.0102755320160338	0.0119313023276411	0.014674571958432	0.0396597892489903	0.0123701405458747	0.0572737485808493	0.0173485188887844	0.0164965234724571	0.000462237347095078	0.0081524064469496	0.00170602073500222	0.0162188975353231	0.00520813769047425	0.0155138508709725	0.00113241827413078	0.0131624708224658	0.0038800591663369	0.0048508081258665	0.0069225933176313	0.0122400053016496	0.0119299193662651	0.00204588480569753	0.00451065053210119	0.0110853430924116	2.18608656148481e-05	0.00135393608048579	0.0114451287873631	0.00136284921485682	0.00305634361825122	0.00396285941501972	0.0210578203661959	1.43805341601731e-07	1.8012319170132e-17	0.00303906420379358	1.20834649788596e-05	0.0190544832903832	0.030142422822967	1.79817193772861e-17	0.00554958509680135	0.0170989847368777	0.005301842309097	0.000852927553506689	1.8158449580608e-17	0.0342317736365417	0.00378496305121537	0.000652638566371207	0.0282440316675906	2.1497949637083e-05	0.000285326360780189	0.00391491338705075	0.000767838839999929	0.00305572809184642	2.35160761909797e-05	0.000531018792598003	0.0110213945297965	0.00245607126099894	0.00659207863509492	0.0677425831634496	0.00548049563451389	2.5662793858718e-05	2.18608656148481e-05	0.000183185461359498	0.00034018564163586	0.0138848413411245	0.00707383357283489	0.000315157995470262	0.0123598049803748	0.0103331925152935	0.00451098529693277
AT>TA	0.0146290710089906	0.107372610654637	0.0138306598631877	0.0469308238948993	0.00143585885096889	0.0369838544704584	0.00014462275499155	0.00940827024212796	0.00166363539780479	0.00392533597180317	0.040905167043198	0.000152806255960382	0.00159905774614701	0.00194160638366806	0.00162368579883148	0.0135889252956086	0.00799445632923006	0.00940827024212796	0.00156725349818386	0.00014462275499155	0.00143585885096889	0.000723217847672413	0.0419896640488594	0.00156725349818386	0.0214062504836202	0.000361608923836207	0.00135804794916075	0.00545046626551998	0.000109512187395378	0.0291254067572117	0.00146279351890844	0.00156725349818386	0.0253367154448762	0.0192744029129918	0.0279181652532773	0.0129686301794837	0.0313328301645039	0.0176697287387507	0.0247176420856348	0.0757464509346341	0.065123423502411	0.0747065504530405	0.0209073579935093	0.0372990218777383	0.00042463909398208	0.0275195934727221	0.00156725349818386	0.0476105543088305	0.0263561687117905	0.0156061590775286	0.00154716785178832	0.0477380713604934	0.0139381834395932	0.00447318036312325	0.0438714426779281	0.0236432445907382	0.0477186214252082	0.00610367773918185	0.0126306501141634	0.0107369997877232	2.58922651476444e-05	0.00153911714521062	0.0302748446216295	0.00978385063674908	0.00538495296119719	0.00379202546086785	0.0589886494257206	2.96547470692709e-07	0.00136035896208711	0.0136430395103545	0.00138344403152733	0.0418154771780846	0.0857382080230882	0.00135804794916075	0.00509818343820985	0.0560260465282014	0.00940447982611119	0.00906687187406306	0.00137139528737353	0.0595101536769658	0.00468032213698269	0.00123376957188815	0.106866968587132	1.97604705407617e-05	0.00865214882952647	0.0144299455293703	0.0198446180784568	0.0028098111807645	0.00748025597461526	0.013424374548709	0.0114510949869183	0.00231741149088572	0.0180913600390366	0.113117840261906	0.00806897339561216	0.00666086137327614	2.58922651476444e-05	0.000181771979858702	0.000315950887883949	0.0197403593977168	0.0380864319452974	0.000352173434993113	0.0368658405580508	0.0102182703749026	0.00414544552082743
CC>AA	2.36596022169566e-17	4.68261581547993e-16	2.66466596852074e-17	1.46084010066594e-16	1.90120024403195e-17	1.65744097992608e-16	4.33523523091222e-19	1.80080172603231e-17	3.18430212861074e-18	2.33712778537727e-17	1.43090204329903e-16	1.06039717097052e-18	2.11728957560448e-17	3.71635596873965e-18	3.10783609932588e-18	5.43464025357238e-17	1.39310660860546e-17	1.80080172603231e-17	2.99982114886755e-18	4.33523523091222e-19	1.90120024403195e-17	2.41965175909164e-18	8.06827429214502e-17	2.99982114886755e-18	5.65583629615145e-17	1.20982587954582e-18	1.79817193772861e-17	1.04325330863469e-17	2.09613171186466e-19	8.37467016936789e-17	2.26038733606161e-18	2.99982114886755e-18	9.98970380530449e-17	5.14592451798921e-17	1.31532919568439e-16	2.4647080879932e-17	2.04611556192517e-16	3.29438380993654e-17	7.66734382666837e-17	2.14013597368045e-16	2.00938796257154e-16	2.33440080008807e-16	9.63117380272852e-17	8.31204966896193e-17	8.12785765825076e-19	1.17122876585443e-16	2.99982114886755e-18	1.80022587723648e-16	1.06363141054441e-16	4.52099139869576e-17	3.09695493904874e-18	1.21246091423522e-16	8.6562189600778e-17	8.75377260495891e-18	9.47616298397004e-17	4.06654697405081e-17	2.12030274366982e-16	5.95295204122245e-17	4.29629950194009e-17	2.1339595667431e-17	1.15363064378763e-19	3.53028361697591e-18	8.31783717445642e-17	4.89258369033892e-17	9.60499022595718e-18	7.85561839191864e-18	2.04394421052563e-16	2.43017966389945e-21	1.8012319170132e-17	7.30518087984135e-17	1.81922510711519e-17	9.69193037719953e-17	2.47962477287909e-16	1.79817193772861e-17	9.75824173719855e-18	1.77801627101619e-16	5.34529023140842e-17	4.72538783037924e-17	1.8158449580608e-17	2.41675201784945e-16	9.03333897228523e-18	2.24159741672163e-18	3.85292615699238e-16	3.79491595190168e-20	3.63042235092251e-17	6.16724248756315e-17	3.08998399846084e-17	5.4080018433536e-18	2.82548205191646e-17	2.09068910396157e-17	3.69394524521064e-17	5.12792292601908e-18	9.75996251130508e-17	3.48922069324487e-16	3.2026306447793e-17	1.0943093015683e-17	1.15363064378763e-19	5.00684824387551e-19	6.27080477143848e-19	4.25363656787395e-17	1.63498271402309e-16	1.38370907491538e-18	1.45490960886693e-16	2.33144556433695e-17	7.95030080465557e-18
CC>AG	0.020188957177095	0.810429574699447	0.019279668629696	0.212832794954737	0.0439992056475965	0.287592635780006	0.000457054182162868	0.00238146840503864	0.000421107710069338	0.0435407481938562	0.217169288481042	0.00223285244496624	0.0490001301782752	0.000491469115865978	0.000410995467829218	0.0905150478365738	0.0133347288148956	0.00238146840503864	0.00039671104172779	0.000457054182162868	0.0439992056475965	0.00296097510301455	0.0461781133163044	0.00039671104172779	0.0600881085952381	0.00148048755150727	0.0416148362731479	0.00137964927345975	2.77202724344551e-05	0.104212487483673	0.00175341474783065	0.00039671104172779	0.157104178441145	0.0656672746096939	0.227955338975776	0.0202332154253704	0.413156313363908	0.0148813846770152	0.101292569479989	0.266850968277946	0.309599301035764	0.288108710428275	0.156329351698133	0.0806037098716774	0.000107486770664214	0.206850641315494	0.00039671104172779	0.297308919090219	0.187977592281184	0.0451044618475813	0.00168605435862625	0.154306941065672	0.173763050765539	0.00164694602388479	0.108803745881815	0.0177504176030873	0.384991539839483	0.129918581703273	0.0664442533026531	0.00574254067767307	0.000183106402199447	0.00241565589017351	0.108329026332337	0.0945316011323861	0.00444234695998188	0.00274853060193829	0.319754112149052	5.0723716896909e-06	0.0416856529365913	0.142002591280402	0.0420557044174575	0.0987939126972206	0.341924191716259	0.0416148362731479	0.00129047768279687	0.267611137238889	0.100139465999051	0.0931286029300787	0.0420238404579784	0.389430660451764	0.00363598351921829	0.00120314999852003	0.634153000010747	5.34095939962338e-06	0.0676621092875233	0.109735609028661	0.023185105502921	0.000791315203872257	0.0509994922271727	0.0156740200922134	0.043201096512806	0.00244392114391665	0.18571179362069	0.45759406367292	0.0494847626840834	0.00962156373070485	0.000183106402199447	0.00045587404522358	0.00014264262573543	0.0300932087648593	0.297079027986998	0.00199308667797352	0.245898867342166	0.0134049249444317	0.00109132925299392
CC>AT	0.0506650159387794	0.596234385972705	0.0789751310838628	0.244611003330547	0.00439992056475965	0.213388324248891	0.00121744083453551	0.0845274279566183	0.0149467242771524	0.0269783803060755	0.236335004685137	0.000576483738202677	0.00490001301782752	0.0174441198532677	0.0145878020988765	0.074668439722779	0.0283014812078267	0.0845274279566183	0.0140807931477456	0.00121744083453551	0.00439992056475965	0.00595651515938894	0.274633669754926	0.0140807931477456	0.14623864210493	0.00297825757969447	0.00416148362731479	0.0489690328542811	0.00098389855863035	0.182937131585247	0.00506972588230961	0.0140807931477456	0.163046165611019	0.101491707619275	0.176492393661223	0.0651861919366394	0.15526961952061	0.121542680555951	0.158745817801587	0.460079881442489	0.284215209592466	0.545623016716904	0.158417056133227	0.211815026110886	0.00381511685999525	0.133966277953525	0.0140807931477456	0.243290466151652	0.115236874229308	0.132194634879469	0.0110826164121685	0.230069742251203	0.065692975057228	0.0400884701508477	0.185597803196947	0.143750563411194	0.220754456607818	0.0298301753457935	0.0657594448860748	0.0933682548807931	0.000198232886051163	0.0121698390020343	0.161496919884946	0.0395607810633083	0.0340986995610088	0.0332085696178048	0.306951010034887	1.69080329481979e-06	0.00416856529365913	0.0608137108656777	0.00430502140561515	0.240199013086684	0.445378474937283	0.00416148362731479	0.0458039918276666	0.277274396485458	0.0581714110490372	0.0345084245691204	0.00420238404579784	0.374731362752935	0.0353688894293131	0.0075683831645295	0.505091753791435	0.000177469421723368	0.0305215259787913	0.0684023149553819	0.0722915402102201	0.0252287971658834	0.0253518337014895	0.0489623671833895	0.0950298780076638	0.0204586812000123	0.0936824509718235	0.729535947237703	0.0551121048212938	0.0230627794706033	0.000198232886051163	0.0015532651054933	0.00281882208176491	0.138430429963124	0.163899196376192	0.00279316452582709	0.187172140319493	0.0876549342546428	0.0372360527753756
CC>GA	0.011401343574649	0.0443223359746477	0.0076252711454949	0.0245424260978969	0.000122401082377676	0.0142419869750696	3.36378959833161e-05	0.00233491706790311	0.000412876180757283	0.000746068643682368	0.0182525928390979	6.35469151470704e-05	0.000136313119343679	0.00048186220928012	0.00040296160580375	0.00599195809242686	0.00611055544528785	0.00233491706790311	0.000388956402023234	3.36378959833161e-05	0.000122401082377676	0.000164592768669481	0.0199271613193189	0.000388956402023234	0.00861004703885297	8.22963843347405e-05	0.000115768021895671	0.00135268082058348	2.71784152572384e-05	0.0127761180007495	0.00114633929185982	0.000388956402023234	0.00905043326624287	0.01052088943003	0.00891667076015665	0.00799440078696922	0.010396365902002	0.00789447001902573	0.0101659704551656	0.0349210402404584	0.0392937456904779	0.0245075531630639	0.00437896523938102	0.0199643142551614	0.000105385691813782	0.0132914637412473	0.000388956402023234	0.0233476160023536	0.0143077978768354	0.00365244957329918	0.000637010909548971	0.0284254503797045	0.00521869634869537	0.0011073815220666	0.0295697297305751	0.0125309148279114	0.023556208918788	0.000826538289074832	0.0063826103367294	0.00290258150950714	5.47930901027481e-06	0.000499145212156642	0.0161844576947998	0.00501600077331721	0.00270635592832696	0.000983384219350733	0.0295881904242404	4.68040108447984e-08	0.000115965026276279	0.00616653990206832	0.000119741567613913	0.0218929125024085	0.0461662947085034	0.000115768021895671	0.00126525229599323	0.0304530155922107	0.00254739085381401	0.00472794641612363	0.000116905827776105	0.0215782612564182	0.00177701960192926	0.000640149578171604	0.0573939678867758	4.90227796522578e-06	0.00528807015973456	0.00712421633688974	0.0152105091637002	0.000696901397954411	0.00486499127719362	0.0102837942302121	0.0026258236836824	0.000565170663745849	0.00692073882811387	0.0463639804837489	0.00257310906089762	0.00518104253991385	5.47930901027481e-06	4.29142242018747e-05	7.88450513213716e-05	0.00821351545424446	0.0203032598518745	7.71936884466735e-05	0.0178076806998759	0.00268490199314554	0.00102857933052845
CC>GG	0.000235644517953884	0.0391068226250363	0.00520300139964467	0.0142264061107929	2.15469360990287e-05	0.014773281005074	0.00011771221072369	0.00845274279566183	0.00149467242771524	0.00228983210228499	0.0161744948431349	1.43779722547248e-05	2.39959485235175e-05	0.00174441198532677	0.00145878020988766	0.00479680527624905	0.00023214222215648	0.00845274279566183	0.00140807931477456	0.00011771221072369	2.15469360990287e-05	0.000569012738651436	0.0213570374133296	0.00140807931477456	0.0119647586841818	0.000284506369325718	2.03792819609243e-05	0.0048969032854281	9.8389855863035e-05	0.0137578069086119	2.35726107903568e-05	0.00140807931477456	0.0127367634487201	0.00596119421622936	0.0136449006909158	0.00346246535951096	0.00879140716693355	0.00993479726380268	0.0122632323666882	0.0332574888423297	0.0109230969308735	0.047574876553554	0.014393334404524	0.0139059118610561	0.000381511685999525	0.00700074675253961	0.00140807931477456	0.0138278768504347	0.00458923891649016	0.0128248156841213	0.000941274177763467	0.0113330900396393	0.00334800476782031	0.00400391156490546	0.00620389415527016	0.0102630154127823	0.0103462138630471	0.00175197883746196	0.00383669427404054	0.00915672835602327	1.81302389117155e-05	0.00112143035158831	0.00970803375633305	0.00124121589802132	0.00255601048352973	0.0032728583742191	0.0179124391655848	1.21158636640718e-07	2.04139617261496e-05	0.00265782711282909	3.0566999119968e-05	0.0160462578110858	0.0256487625018682	2.03792819609243e-05	0.00458039918276666	0.0146500866723309	0.00444116967635076	0.000817059250027461	2.05795761913557e-05	0.0286412685000931	0.00313963102952474	0.000546897013621501	0.0243966917540707	1.77436904655073e-05	0.000348192239930785	0.00337822603116521	0.000881678636151979	0.00252211177255127	0.000118960350991332	0.00060586543982474	0.00911650655760312	0.0020280572863757	0.00560857055492795	0.0565976594481513	0.00456578833015818	0.000107276743319698	1.81302389117155e-05	0.00015139612863761	0.000280823880203951	0.0115517487156464	0.00626559701139229	0.000261058590764202	0.0105465582485513	0.00853869730206589	0.00372320239040825
CC>GT	0.000259255909675484	0.768737274398839	0.102310862815192	0.277080374566209	4.49045390971355e-05	0.291504790897107	0.00236755428494791	0.170279891101014	0.0301100677467274	0.0457490533660107	0.318902893797916	0.000249424955864953	5.00083633095155e-05	0.0351410530377423	0.029387021619476	0.0941500819159528	0.0022629591839081	0.170279891101014	0.0283656557614006	0.00236755428494791	4.49045390971355e-05	0.0114379461356741	0.42456314323553	0.0283656557614006	0.238558469147225	0.00571897306783703	4.24711086244472e-05	0.0986477618368852	0.00198205651666114	0.272935416066861	2.58007068787604e-05	0.0283656557614006	0.253265294740921	0.116196793100058	0.271153468522359	0.0669119315297805	0.170841162601704	0.198073890769469	0.243686204425661	0.65812262900145	0.203786882618507	0.951898748933185	0.28860568309588	0.273374213792821	0.00768552526868609	0.135086061838282	0.0283656557614006	0.268803633763141	0.0860062982278016	0.257987957367941	0.0188067641745285	0.217458394358875	0.0644511699193128	0.0806539183328598	0.113498021968765	0.202927707213688	0.197524088890589	0.034148612013656	0.0747446632350391	0.184294297501672	0.000363657800878487	0.0225023482598321	0.189582644679969	0.0224813022584738	0.0506974230540629	0.0658868884048134	0.348967257902215	2.39616444157833e-06	4.25433824208833e-05	0.0503600316296663	0.000243827466606359	0.315842699637654	0.499142220631829	4.24711086244472e-05	0.0922718096238502	0.282974171969049	0.0881878422319	0.0140120279527856	4.28885285332455e-05	0.568768126672026	0.0628785824706295	0.0108221669626839	0.467206267610892	0.00035744233454258	0.00450180243406858	0.0648370163891738	0.0118646887563115	0.0508070447029262	0.000151401977023056	0.00821945587227841	0.183291933691572	0.040838502871878	0.109489864201661	1.12495756951806	0.0910987448558657	0.00011824232215034	0.000363657800878487	0.00304620875764029	0.00565619294870946	0.230580391190131	0.116812103930474	0.00524202645278083	0.204867130457504	0.171800646636653	0.0750032676696144
CC>TA	0.000689935664793323	0.689910937815066	0.0871682797888034	0.244154552859814	0.00229954696182912	0.260725655390522	0.00202484404391867	0.144064138082584	0.0254744170288859	0.0409108093722619	0.280074636737144	0.000322917973205478	0.00256091215335019	0.0297308477499172	0.024862688794607	0.0840172409577727	0.00229629323968522	0.144064138082584	0.0239985691909404	0.00202484404391867	0.00229954696182912	0.00982096982785472	0.360567607630581	0.0239985691909404	0.204488817308899	0.00491048491392736	0.00217493177230032	0.0834602646907748	0.00167690536949173	0.235637861062147	5.48951210186393e-05	0.0239985691909404	0.221909005724649	0.101161914108935	0.240700825605421	0.057251201433754	0.165306944353884	0.167944407861204	0.210872783184833	0.568784519137899	0.186397568081924	0.818937544486157	0.252000827178394	0.234432999759265	0.00650228612660061	0.124280342587226	0.0239985691909404	0.241565906694831	0.0817349786154852	0.220401887358725	0.0159657244953918	0.190503428481828	0.0632209030951297	0.0682633708295685	0.100149754831037	0.171966880817144	0.185771505633578	0.0355445518199857	0.0663399930666289	0.156065285746805	0.000316820563775039	0.019136711822076	0.165162557740319	0.0236406891657205	0.0429840871704339	0.0558333212761084	0.310229814504779	2.28625925512651e-06	0.00217863289010168	0.0496154078730634	0.00236780410595599	0.271202770481383	0.437592941802033	0.00217493177230032	0.0780659338975884	0.251668522254859	0.0796413554324343	0.0164177068715156	0.0021963077111783	0.500174512750394	0.0532943382350785	0.00918564774386881	0.425074827587659	0.000302429218575309	0.00703146519671239	0.0601521701064452	0.0104722330784075	0.0429891034089375	0.00251336594646965	0.00724749406211673	0.157161689513448	0.0346473978354982	0.101854736249029	0.972989232077501	0.0794920225521609	0.000336936497404545	0.000316820563775039	0.00259846649836039	0.00478859375273205	0.196213214873871	0.11312021743466	0.00453365828411296	0.18510242652722	0.145901352624085	0.0634581794696666
