MD6812_Left_lobe_Cl.10	MD6812_Left_lobe_Cl.11	MD6812_Left_lobe_Cl.12	MD6812_Left_lobe_Cl.14	MD6812_Left_lobe_Cl.17	MD6812_Left_lobe_Cl.18	MD6812_Left_lobe_Cl.19	MD6812_Left_lobe_Cl.2	MD6812_Left_lobe_Cl.21	MD6812_Left_lobe_Cl.22	MD6812_Left_lobe_Cl.23	MD6812_Left_lobe_Cl.4	MD6812_Left_lobe_Cl.5	MD6812_Left_lobe_Cl.6	MD6812_Left_lobe_Cl.7	MD6812_Left_lobe_Cl.8	MD6812_Left_lobe_Cl.9	MD6812_Right_lobe_Cl.1	MD6812_Right_lobe_Cl.10	MD6812_Right_lobe_Cl.11	MD6812_Right_lobe_Cl.12	MD6812_Right_lobe_Cl.15	MD6812_Right_lobe_Cl.19	MD6812_Right_lobe_Cl.20	MD6812_Right_lobe_Cl.3	MD6812_Right_lobe_Cl.4	MD6812_Right_lobe_Cl.5	MD6812_Right_lobe_Cl.8	MD6812_Right_lobe_Cl.9	MD7047_Left_lobe_Cl.1	MD7047_Left_lobe_Cl.10	MD7047_Left_lobe_Cl.100	MD7047_Left_lobe_Cl.11	MD7047_Left_lobe_Cl.12	MD7047_Left_lobe_Cl.13	MD7047_Left_lobe_Cl.15	MD7047_Left_lobe_Cl.16	MD7047_Left_lobe_Cl.17	MD7047_Left_lobe_Cl.18	MD7047_Left_lobe_Cl.19	MD7047_Left_lobe_Cl.22	MD7047_Left_lobe_Cl.23	MD7047_Left_lobe_Cl.24	MD7047_Left_lobe_Cl.26	MD7047_Left_lobe_Cl.29	MD7047_Left_lobe_Cl.3	MD7047_Left_lobe_Cl.32	MD7047_Left_lobe_Cl.33	MD7047_Left_lobe_Cl.37	MD7047_Left_lobe_Cl.40	MD7047_Left_lobe_Cl.41	MD7047_Left_lobe_Cl.43	MD7047_Left_lobe_Cl.46	MD7047_Left_lobe_Cl.47	MD7047_Left_lobe_Cl.48	MD7047_Left_lobe_Cl.49	MD7047_Left_lobe_Cl.5	MD7047_Left_lobe_Cl.50	MD7047_Left_lobe_Cl.51	MD7047_Left_lobe_Cl.53	MD7047_Left_lobe_Cl.59	MD7047_Left_lobe_Cl.63	MD7047_Left_lobe_Cl.65	MD7047_Left_lobe_Cl.7	MD7047_Left_lobe_Cl.74	MD7047_Left_lobe_Cl.77	MD7047_Left_lobe_Cl.8	MD7047_Left_lobe_Cl.80	MD7047_Left_lobe_Cl.89	MD7047_Left_lobe_Cl.9	MD7047_Left_lobe_Cl.92	MD7047_Right_lobe_Cl.1	MD7047_Right_lobe_Cl.10	MD7047_Right_lobe_Cl.100	MD7047_Right_lobe_Cl.11	MD7047_Right_lobe_Cl.12	MD7047_Right_lobe_Cl.13	MD7047_Right_lobe_Cl.14	MD7047_Right_lobe_Cl.15	MD7047_Right_lobe_Cl.16	MD7047_Right_lobe_Cl.17	MD7047_Right_lobe_Cl.18	MD7047_Right_lobe_Cl.19	MD7047_Right_lobe_Cl.20	MD7047_Right_lobe_Cl.21	MD7047_Right_lobe_Cl.23	MD7047_Right_lobe_Cl.25	MD7047_Right_lobe_Cl.28	MD7047_Right_lobe_Cl.3	MD7047_Right_lobe_Cl.30	MD7047_Right_lobe_Cl.34	MD7047_Right_lobe_Cl.39	MD7047_Right_lobe_Cl.40	MD7047_Right_lobe_Cl.42	MD7047_Right_lobe_Cl.5	MD7047_Right_lobe_Cl.56	MD7047_Right_lobe_Cl.59	MD7047_Right_lobe_Cl.62	MD7047_Right_lobe_Cl.76	MD7047_Right_lobe_Cl.79	MD7047_Right_lobe_Cl.8	MD7047_Right_lobe_Cl.84	MD7047_Right_lobe_Cl.9	MD7047_Right_lobe_Cl.90	MD7047_Right_lobe_Cl.95
CC>TG	0.000573250538292463	0.505348410062167	0.0491503955622867	0.163753932966849	0.0087093077845654	0.188515426770869	0.00118403289799612	0.0791372731303992	0.0139935998304934	0.0297334732581401	0.186073007563234	0.000539345852537669	0.00969920272253102	0.0163317411959579	0.013657565443296	0.059982614617884	0.00179624394729328	0.0791372731303992	0.0131828874977444	0.00118403289799612	0.0087093077845654	0.00586888253521789	0.200901795510951	0.0131828874977444	0.120462191698968	0.00293444126760895	0.00823734001949965	0.0458463698896603	0.000921157201268416	0.14394381353219	2.68017355561592e-06	0.0131828874977444	0.146423505556311	0.0639228084781549	0.168857600906844	0.0327199117774401	0.15835792330436	0.0928433420560666	0.130540485286212	0.348893809958964	0.144177782940209	0.493325907926944	0.164202411962305	0.137226718229906	0.00357183404573469	0.099868105571616	0.0131828874977444	0.177021561853623	0.0729250979583164	0.128093759051318	0.00890453724021004	0.123138155852889	0.0628873421915973	0.0375862413317517	0.0652857823049171	0.0942310858514829	0.161113146384052	0.0414313345836905	0.0460391812513852	0.0861612070355748	0.000204163161552693	0.0108152410609602	0.104835587531666	0.0276679769520614	0.0236754492204897	0.0309582805922668	0.216905086508592	2.10864127925129e-06	0.00825135763888905	0.0497229782494357	0.00841742255536136	0.160034402213233	0.286156191770058	0.00823734001949965	0.0428831575661922	0.175524977753487	0.0601846428244068	0.023530685388668	0.00831829928406898	0.335700810586982	0.0294844465145065	0.00508499662612254	0.325727180790117	0.00016618819932512	0.0138712392533514	0.0497748653725963	0.0053918354601727	0.0236284279497999	0.00866993087965797	0.00373734145437566	0.0932093489720409	0.019349438268581	0.0857260642236864	0.600819713971999	0.051487320139072	0.000349397865786991	0.000204163161552693	0.0014973290260668	0.00264090642879775	0.110916989095002	0.107058899733893	0.0028153218019894	0.138740911686316	0.0819236085295816	0.0348659991496441
CC>TT	2.36596022169566e-17	3.66516958348333	0.488029280744404	1.32056134954596	1.90120024403195e-17	1.39017896786016	0.0113076888572437	0.81342336468398	0.143835143768539	0.218333083980986	1.52101925090001	0.00117520525639372	2.11728957560448e-17	0.167868051921301	0.140381168023972	0.448870331339272	0.0101378589096996	0.81342336468398	0.135502125363813	0.0113076888572437	1.90120024403195e-17	0.054625165960243	2.0265261519522	0.135502125363813	1.13879111884796	0.0273125829801215	1.79817193772861e-17	0.471238229206415	0.00946824120189208	1.30243704078478	2.26038733606161e-18	0.135502125363813	1.20857626310779	0.553877795268254	1.29374122294758	0.318836796374879	0.813406668017623	0.945618506561804	1.16294777922327	3.14005011649242	0.968406589718444	4.54478510465782	1.37792063901349	1.30391980118608	0.0367135883338674	0.643211149245385	0.135502125363813	1.28074334888145	0.408671978631033	1.2322005954935	0.0897948560902601	1.03554116855174	0.306651450898904	0.385279497078392	0.538868904860603	0.968332856684439	0.939715619428408	0.162496113753962	0.356214460148555	0.880317587882656	0.00173631755601185	0.107464416460502	0.90378088775091	0.106486363674204	0.241961176418034	0.314723810588397	1.66306843144695	1.14218596678885e-05	1.8012319170132e-17	0.239368792190301	0.000959739323678335	1.5065746280755	2.37889933831476	1.79817193772861e-17	0.440780443095227	1.34787846086623	0.420682231128986	0.0660520092984752	1.8158449580608e-17	2.71385434074689	0.300265005132524	0.051642993449791	2.22382393324099	0.00170749265060085	0.0206689185827124	0.308597993220305	0.0550589866601547	0.242703762318902	2.82548205191646e-17	0.0381702746069114	0.875383488969481	0.195075516423839	0.521639281106791	5.36875693492957	0.434822029863544	1.0943093015683e-17	0.00173631755601185	0.0145496586534338	0.027019090284125	1.10084625147453	0.554770893294227	0.0250316876784992	0.97602101058168	0.820604319531069	0.358288784349684
CG>AT	0.0011171205814144	0.0733805599539675	0.00374651479851591	0.0209059752452638	0.00296949371448799	0.0265510138994673	9.06000976561734e-05	0.00445912808350857	0.000788493860417899	0.00409229822329088	0.0224066701994155	0.00015573720216538	0.00330700467046796	0.000920240525592677	0.000769559415071172	0.00838443601858158	0.000822771574385614	0.00445912808350857	0.000742812855910061	9.06000976561734e-05	0.00296949371448799	0.000488493161447416	0.0135225794445845	0.000742812855910061	0.00996095740757381	0.000244246580723708	0.00280857331226183	0.00258329390709542	5.19042138176013e-05	0.0137263244648545	9.36446182082669e-05	0.000742812855910061	0.0168779450294005	0.00716939575743453	0.0221221406725982	0.00289839497468589	0.0320324445798302	0.0058899774452791	0.0128398032492701	0.0340578351543401	0.0252407221420599	0.0432291393447252	0.0178320204102052	0.0119839815714842	0.000201261237251924	0.017123981109649	0.000742812855910061	0.0264252979115655	0.0145732159385208	0.0095554507657547	0.000580178958857271	0.0153447688244077	0.0132642185714944	0.00214709874909156	0.0095909414108253	0.00610491847536705	0.0305205150390872	0.00962685193709007	0.00625464348476607	0.00503152179327611	2.15330860493886e-05	0.000726911879831957	0.0117993464280848	0.00684639351802716	0.00153512110656795	0.00184698420479565	0.0298504763629039	4.0268986380281e-07	0.00281335270847776	0.0107385882004565	0.00284339896267603	0.0142544519549775	0.0348164506961655	0.00280857331226183	0.00241632652540155	0.02462442891648	0.00895837870786124	0.00654168005885567	0.00283617688687591	0.0403481674882211	0.00181246262166882	0.000343521249975661	0.0534845176819181	9.38342699872459e-06	0.00456667453110068	0.00890835708607815	0.00153146723481168	0.00133593419121955	0.00333976751512128	0.0010403807347081	0.00754145122469638	0.00119578437138425	0.0151839154210746	0.0586102095336027	0.00561169763624156	0.000537855901549749	2.15330860493886e-05	0.000107652112633724	0.000152380874952681	0.0077405201792799	0.0225943907505874	0.000266788727874187	0.021443273949921	0.00523458150883891	0.00196697230191918
CG>GC	2.76415176010236e-05	0.00494474268851989	0.000287074902151521	0.00141596036863289	0.000179618156388542	0.00180682759161056	7.38453146800852e-06	0.000406711682341989	7.19175718842695e-05	0.000284303660508874	0.00156469299467377	9.42815914813243e-06	0.000200033453238062	8.39340259606504e-05	7.01905840119856e-05	0.0005670694190596	3.02008642048425e-05	0.000406711682341989	6.77510626819063e-05	7.38453146800852e-06	0.000179618156388542	3.87473155933444e-05	0.00110997097611435	6.77510626819063e-05	0.000776057359330398	1.93736577966722e-05	0.000169884434497789	0.000235619114603207	4.73412060094603e-06	0.0010187934843412	1.64685363055918e-06	6.77510626819063e-05	0.0012063062401332	0.000496133131407069	0.00153988126189074	0.000204285894021962	0.00205020687676015	0.00049741031844138	0.000949431206403744	0.00250023832307178	0.00156433401847899	0.00334257346504647	0.00131067569775353	0.000888136803267417	1.83567941669336e-05	0.00110583977226666	6.77510626819063e-05	0.00174773757528301	0.000905926074853272	0.000785503422539014	4.88952220144167e-05	0.00101446371715448	0.000840389561065151	0.000194758297469477	0.000573306050397283	0.000498175385412705	0.00193470444002504	0.000609673148846022	0.000420094675678374	0.000451309055814897	1.59490273986381e-06	6.14168955178574e-05	0.000819125115086939	0.000416400676258154	0.000126560605095594	0.000164459136067751	0.00200141357322472	2.62813838791764e-08	0.000170173529683533	0.000671963792924875	0.000172152591561456	0.00105503351053994	0.00237142776024527	0.000169884434497789	0.000220390221547613	0.00162549050283952	0.000608972593568894	0.000391752423617102	0.000171554114132982	0.00285281898940324	0.000157005726960386	2.77550235983343e-05	0.00343628378215256	8.55142125029916e-07	0.000261967727538675	0.000569926889614628	4.91541589699151e-05	0.000121681522217336	0.000185391660248066	3.37016326410792e-05	0.000603589361627948	0.000105183083593369	0.000989006275321354	0.004344740154174	0.000408476449558413	1.43926597055318e-05	1.59490273986381e-06	8.96195128968811e-06	1.37635672663229e-05	0.000636077365345149	0.00139715225177648	2.03530567011961e-05	0.00141099272103485	0.000453774968232391	0.000179317332041682
CG>GT	0.000736391830095125	0.213345040493697	0.00396543330418931	0.0521555499886279	0.0117331215060257	0.0766707831637899	0.000153242922170389	0.0028910830431539	0.000511221294117098	0.01221641167819	0.0566844022286094	0.000576578368791468	0.0130667013808734	0.000596639461647998	0.000498945115265923	0.0235572441563775	0.00110805820834017	0.0028910830431539	0.000481603939546082	0.000153242922170389	0.0117331215060257	0.000941095929527349	0.0122006761394576	0.000481603939546082	0.0170586954923276	0.000470547964763674	0.0110972896728394	0.00167488286284208	3.36521825850381e-05	0.0278146751230958	2.26038733606161e-18	0.000481603939546082	0.0431351781125498	0.0154620271853269	0.062500412828571	0.00340195979069607	0.109596859275308	0.00448291794349834	0.0275514747691752	0.0695502493212253	0.0706380328040497	0.0850519612920627	0.0455094817110794	0.0185534453746767	0.000130488054921577	0.0524894077421064	0.000481603939546082	0.0751110898842609	0.0460932764029372	0.0154453574213944	0.000544926816794387	0.0337666700228611	0.045607133281115	0.00150775597055537	0.0191520341369131	0.00344166497255314	0.0971619011807697	0.0350956371134771	0.016585293244199	0.00382263071944597	5.36440402017071e-05	0.000866516598218357	0.025947855546325	0.0236816386684341	0.00103586000049825	0.0015751478932787	0.0800743759511181	1.38431090956675e-06	0.0111161741164243	0.0364477223865004	0.0112175163425547	0.0234345571348711	0.0820454309911348	0.0110972896728394	0.0015666292856999	0.0645121667877159	0.0274344923558338	0.0232643491093141	0.0112063574554609	0.106161693815628	0.00143066179670316	0.000263769304472799	0.155094999546897	6.15997642024072e-06	0.0160357387515201	0.0276873087111023	0.000195691579093351	0.000884154810419886	0.0116651328709291	0.000135665433843862	0.0139481632366773	0.00119275307469224	0.0489582133523624	0.124739524253339	0.0139141086217922	0.000454402287993508	5.36440402017071e-05	0.000161919802686374	0.00011252042990843	0.0090385760596407	0.0734319011760855	0.000600915015775957	0.0624100515919088	0.00572820476812827	0.00128473291915939
CG>TA	2.36596022169566e-17	4.68592771570597e-16	2.66907587166e-17	1.46203337899385e-16	1.90120024403195e-17	1.65869716574041e-16	4.34545302204828e-19	1.80815193715897e-17	3.19729928015609e-18	2.33910067469035e-17	1.43227645828478e-16	1.06050336421658e-18	2.11728957560448e-17	3.73152476861205e-18	3.12052114462925e-18	5.43869631078328e-17	1.39319821576429e-17	1.80815193715897e-17	3.01206531682211e-18	4.34545302204828e-19	1.90120024403195e-17	2.42458776806395e-18	8.08658627544579e-17	3.01206531682211e-18	5.66612657734585e-17	1.21229388403197e-18	1.79817193772861e-17	1.04751148540462e-17	2.10468735150492e-19	8.38643917877257e-17	2.26038733606161e-18	3.01206531682211e-18	1.00006246751518e-16	5.15092943782597e-17	1.31649823895813e-16	2.46758914338213e-17	2.04685056795049e-16	3.30292855547776e-17	7.67785239093846e-17	2.14297336836402e-16	2.01026302876707e-16	2.33850753361637e-16	9.64362489284009e-17	8.32383207680397e-17	8.16103258746811e-19	1.17180998074833e-16	3.01206531682211e-18	1.8013831754433e-16	1.06400069245281e-16	4.53212574142612e-17	3.10506893206894e-18	1.21339664420681e-16	8.65898990692327e-17	8.7885870173455e-18	9.48103228130312e-17	4.07529696974374e-17	2.12115188428978e-16	5.95442037959975e-17	4.29951830730287e-17	2.14191424374203e-17	1.15519960543463e-19	3.53999425701752e-18	8.32600386922525e-17	4.8935459165167e-17	9.6268541876817e-18	7.88405729046577e-18	2.04544698320465e-16	2.43121175965258e-21	1.8012319170132e-17	7.30734385085512e-17	1.81923377945847e-17	9.70554400335684e-17	2.48177438071492e-16	1.79817193772861e-17	9.79807129530956e-18	1.77923423348083e-16	5.34909157687042e-17	4.72598468588495e-17	1.8158449580608e-17	2.4192042958682e-16	9.06047135226708e-18	2.24626395227432e-18	3.85493563645013e-16	3.81034510235891e-20	3.6306091182591e-17	6.17003102364647e-17	3.09048151942464e-17	5.42993290621374e-18	2.82548205191646e-17	2.09103401608151e-17	3.70185533697843e-17	5.14555023172003e-18	9.76467611926689e-17	3.49407197963186e-16	3.20655975950698e-17	1.0943093015683e-17	1.15519960543463e-19	5.01999552579126e-19	6.29521961205666e-19	4.26358397376077e-17	1.63548401302306e-16	1.3859709744044e-18	1.45579155556324e-16	2.33886066360982e-17	7.98267629721728e-18
CG>TC	3.38649329274377e-06	0.00848338874784358	0.00101718713775403	0.00294291873439905	5.39578735925257e-05	0.00319815940131877	2.3850527063505e-05	0.0016782982072546	0.000296768293618824	0.000503088148514909	0.00337406474594924	5.05708571504541e-06	6.00906946219178e-05	0.000346354263753287	0.000289641867760303	0.00102713051335114	2.58469643145424e-05	0.0016782982072546	0.000279575168295819	2.3850527063505e-05	5.39578735925257e-05	0.00011614056876435	0.00420422064514148	0.000279575168295819	0.00240944959335586	5.80702843821751e-05	5.10338321374406e-05	0.000972283695802393	1.95353771786026e-05	0.00279388196783952	2.26038733606161e-18	0.000279575168295819	0.00267221299045314	0.00120484312760519	0.0029355940002681	0.000668274405039765	0.00216897886585633	0.00195620997635338	0.00250714988541387	0.00674723899369459	0.00230708694150289	0.00969389101934318	0.00302976421396677	0.0027543268187448	7.57494217129493e-05	0.0015579805224861	0.000279575168295819	0.00296698209354731	0.00104848610958231	0.00259323083524884	0.000186307800111802	0.00227494249956064	0.000837423816776691	0.00079556550176009	0.00119109078613612	0.00199791568321942	0.00237033621383654	0.000494011198373559	0.000805410102294163	0.00181950849728504	3.80077865779108e-06	0.000223954680602313	0.0019692844326589	0.00032687409123292	0.000500035945438116	0.000651454422114937	0.00377239135295506	2.97456171144538e-08	5.11206772638033e-05	0.000657580422044116	5.35512244919791e-05	0.00319158969365868	0.00524669578435647	5.10338321374406e-05	0.000909441576868164	0.00305565953035576	0.000987262620450136	0.000242189670890519	5.15354092859159e-05	0.0060432228951006	0.000621194119856107	0.000106921469718689	0.00526520852744264	3.52340865714367e-06	0.000116051975896159	0.000758999140049494	0.000113600620066915	0.00050085829387705	5.36452098076773e-05	7.87549340534366e-05	0.00185597379965696	0.00040478682724527	0.00129289495803535	0.0115629993450926	0.000954028414287124	2.08968953430129e-06	3.80077865779108e-06	3.05264439209759e-05	5.58230471830681e-05	0.0022948972926716	0.0014732610697133	5.40010290243737e-05	0.00228483440492695	0.0017060442185113	0.000739292365186441
CG>TT	0.00141090542508344	0.079569047022904	0.00242238013838646	0.0211003658543326	0.00401968051595326	0.028467389053293	6.25385544300771e-05	0.00171259919251236	0.000302833631006654	0.00437908243485523	0.022127702050732	0.000204086619490755	0.00447655510270662	0.000353433037027077	0.000295561555568543	0.00892403233797695	0.00100589941090454	0.00171259919251236	0.000285289113341281	6.25385544300771e-05	0.00401968051595326	0.000370907259068508	0.00740850850617082	0.000285289113341281	0.00738451237307396	0.000185453629534254	0.00380184923976907	0.000992155187395435	1.9934640361815e-05	0.0115797985788327	0.000116571404045463	0.000285289113341281	0.0163770883273482	0.00668277347925943	0.0230283971830675	0.00216601761881034	0.0389757696461736	0.00290088310821969	0.0111408371217247	0.0291876563499588	0.0287016168284202	0.0342653752138794	0.0168144925011149	0.00914865238445111	7.72975850764256e-05	0.0196641079032056	0.000285289113341281	0.0287950345553552	0.0174423371070285	0.00638537985051758	0.0003047324915445	0.0150439341068693	0.016290855776877	0.000858586883458879	0.00987110727567802	0.00303036340869737	0.0361428033374879	0.0121677650210556	0.00652705467354929	0.00212859090248252	1.99195072032781e-05	0.000411141477520316	0.0110497631673529	0.00866196326207852	0.000774079378699623	0.000826685762993355	0.0313540181950759	4.84394685689037e-07	0.00380831891025649	0.013218666833379	0.00384389003720696	0.0111333472223292	0.0341422695886997	0.00380184923976907	0.000928028703986638	0.0259379720479905	0.00988105434995732	0.00846590711949895	0.00383921505418568	0.0400792322531406	0.00084937393038957	0.000186149907706095	0.0601397702679049	3.62622870370826e-06	0.00602685252808345	0.0103656065424038	0.00164660950142371	0.000518370812509292	0.00447873490324192	0.00111498311549199	0.00555567950748048	0.000581811206166978	0.0177373531372481	0.050536611075357	0.00527450815357325	0.000682053754684888	1.99195072032781e-05	6.83893236963276e-05	6.26489009554698e-05	0.00458231017279292	0.0274766322154893	0.000228091497545009	0.0237111449650228	0.00272146237633946	0.000758219203546773
CT>AA	0.0529565729667157	14.4541758559513	0.166897807579664	3.43066293886217	0.843770774970369	5.17676975342153	0.00827990287571669	0.0107803096524383	0.00190624889331799	0.825614309193784	3.70776925888247	0.0411790114989356	0.939673278315895	0.00222475731461965	0.00186047331116107	1.58530498429449	0.0772275892015702	0.0107803096524383	0.00179581130000234	0.00827990287571669	0.843770774970369	0.0544395265890763	0.386278967767714	0.00179581130000234	0.950773301054897	0.0272197632945382	0.798045831410984	0.00624532592924165	0.000125482714723871	1.68461578841501	2.26038733606161e-18	0.00179581130000234	2.80911455405178	0.97770107817049	4.18109874479778	0.167379099865104	7.68437875786037	0.0932182300244495	1.69949241722936	4.24063686405343	4.84514684865006	5.01499215146343	2.93881972648154	1.01824826244896	0.000486565628521134	3.61882322816125	0.00179581130000234	5.09112763082615	3.21569355509831	0.812115209591847	0.017426443342735	2.17732551716653	3.20545726913934	0.0150581682674196	1.24669999544508	0.0128333270162998	6.75952625428059	2.48447304740471	1.10638157618334	0.0615598615330403	0.00343694980670075	0.0362710137133626	1.64697781561343	1.67722515023737	0.0158546955276506	0.0370032710406825	5.35540132296907	9.67827408288537e-05	0.799403879360145	2.56307675024802	0.806459175134616	1.32015441523488	5.32367001770134	0.798045831410984	0.00584166852294879	4.31265136968066	1.87096298521702	1.65701536489303	0.805889286148886	6.976782669417	0.0301167553062271	0.00645325395315747	10.6145075363833	2.91863024644033e-05	1.14817840853299	1.91630679513553	0.000729697413568345	0.00476507133952481	0.838881468804472	0.000505871109248243	0.790918903296414	0.0384998707073304	3.39434454273511	7.66938272099149	0.895237097012502	0.0326776954020015	0.00343694980670075	0.00811821828071117	0.001543847467992	0.383213488630614	5.14630582685348	0.0371476847106789	4.25159795647518	0.213067633135034	0.00556080454696628
CT>AC	0.0237509093348575	6.48682449683702	0.0754069122699493	1.54014296575969	0.378429381907311	2.32334709692378	0.00372634572712314	0.00575766538255227	0.00101811020438575	0.370533915550035	1.66465194822554	0.0184700314029335	0.421441448858416	0.00118822265667186	0.00099366188209739	0.711515066661771	0.0346479080727882	0.00575766538255227	0.000959126489773977	0.00372634572712314	0.378429381907311	0.0244779757716845	0.175544110056969	0.000959126489773977	0.42771159092349	0.0122389878858422	0.357921842843124	0.0033355718031177	6.70191771820674e-05	0.757024006070624	2.26038733606161e-18	0.000959126489773977	1.26125281691608	0.439125135510908	1.87668139051047	0.0754308446610711	3.44735008351422	0.0428808534104536	0.763537910323469	1.90547849887781	2.17413649161426	2.25436866688823	1.31961740688019	0.458161282640756	0.000259870278869242	1.62376408883826	0.000959126489773977	2.28481264869883	1.44269524234327	0.365629694966572	0.00791758265622277	0.977700504551892	1.43798856146048	0.0071906040350908	0.559753547085851	0.0068541632927965	3.03269900087408	1.11446516030613	0.496613840206097	0.0286080679503077	0.00154343423211148	0.0163893757732537	0.739691234135588	0.752352675173844	0.00738526940207601	0.0169528995794065	2.40377252900807	4.34198081403137e-05	0.358530924434057	1.14980595409043	0.361696298144243	0.593795429000626	2.39035312078012	0.357921842843124	0.00311998205202947	1.9357438718993	0.839600091458982	0.743242762467226	0.361439615461625	3.13215055911828	0.0138479104761702	0.00295285259483511	4.7631064819461	1.50269152721215e-05	0.514978998439026	0.859809548378111	0.000389724754974016	0.00241243911521999	0.37623653858398	0.00027018116062123	0.355718435960014	0.0174883963866579	1.5229479731704	3.4457918266601	0.402005164135584	0.0146558762639878	0.00154343423211148	0.00365750811285269	0.00072306180809435	0.173119189631282	2.30873643289132	0.0166890519668297	1.90793972472243	0.096491241701041	0.00290043944592705
CT>AG	0.00419924908075796	0.834103629212353	0.0105552066913193	0.199605172075276	0.0483448062053838	0.298601914055406	0.000482713414190637	0.00121523490627486	0.000214886238883119	0.0474649047740985	0.214923489750982	0.00236580400064131	0.0538396492082283	0.000250790824557125	0.000209726082349066	0.0916191261546348	0.00505299675470512	0.00121523490627486	0.000202436910182082	0.000482713414190637	0.0483448062053838	0.00315930385075874	0.025058510040246	0.000202436910182082	0.0558445011212687	0.00157965192537937	0.0457249435593847	0.000704018559296332	1.41453242052364e-05	0.0983781696018523	0.000117217228998624	0.000202436910182082	0.162368539230929	0.0573242220358694	0.240981489131938	0.0105458543454866	0.441593264518881	0.00656420928227177	0.0989018676267708	0.24786574169842	0.281981620140531	0.29177692908025	0.16939527982038	0.0609434415075444	5.48492163060187e-05	0.208933867409613	0.000202436910182082	0.294579009280053	0.185842493505796	0.0474362754976174	0.00110297330392614	0.128083641089337	0.184281730464653	0.00114581256340591	0.0746740182233607	0.00244377407546408	0.390017888699341	0.142470083378918	0.0641848245024483	0.00421152057888791	0.000198199498259115	0.00217611535467077	0.0963948015441033	0.0966335408536683	0.00129169175230604	0.00235904063169673	0.310523795265309	5.5536680456959e-06	0.0458027544611929	0.147552564565195	0.046207700709679	0.0785236590260375	0.31071725702875	0.0457249435593847	0.000658515360768773	0.250743053382103	0.107617330147206	0.0954285993705005	0.0461743432192602	0.403043311099234	0.00203934323882744	0.000457898878363761	0.614862962240419	2.92663687536937e-06	0.0663190016382887	0.110633215422526	0.00162142417724204	0.000451317526708987	0.0485496869192484	0.00109737602099851	0.0459596806466405	0.00234920210967945	0.195370355749933	0.446422405224519	0.0517353487291398	0.00240160084701295	0.000198199498259115	0.000475831158096662	0.000108419553570133	0.023276642799979	0.297108013835862	0.0021468078613432	0.245788700125168	0.0128414727895851	0.000581822133384454
CT>GA	0.00398959695847856	0.631776235047082	0.0237699694159957	0.167902833103093	0.0291517370751565	0.228591635766193	0.000675975638989544	0.0284208163564283	0.00502556526420199	0.0360529772002238	0.183079799380137	0.0014735071274669	0.0324651068259354	0.00586526928399729	0.00490488418397011	0.0710973985153111	0.0041685225503396	0.0284208163564283	0.00473441160909709	0.000675975638989544	0.0291517370751565	0.00376442879596927	0.0858891771036938	0.00473441160909709	0.0731030925506384	0.00188221439798463	0.0275719697118387	0.0164649501770917	0.000330818066090206	0.104780315282895	0.000217320096738495	0.00473441160909709	0.139708340201135	0.0545441175167031	0.189936755201273	0.0181144981920523	0.294855373890052	0.0368071391602375	0.100065063778262	0.25958210928204	0.207578509715037	0.332014110795045	0.149047618220777	0.083189114020484	0.00128276392973754	0.149277593512639	0.00473441160909709	0.223647300071412	0.127593678462943	0.070546645813675	0.00376981944252083	0.11569840139286	0.122054835081921	0.0138054098638563	0.066932317412363	0.0356819496417747	0.269709240273554	0.0914401151869134	0.0514935721081389	0.0325516973636516	0.000178615889859136	0.00499390337596219	0.0905975098780628	0.0624657854185853	0.00927209095529639	0.0121449651843286	0.24692896277952	3.73762853793018e-06	0.0276188893942024	0.0977749145195824	0.0278957389335277	0.100854805339399	0.273270287777512	0.0275719697118387	0.0154007624695923	0.200398314459461	0.0793491808735669	0.0603412339017424	0.0278429560235989	0.337045190033794	0.0115669814356068	0.00209679933570039	0.452785370078175	5.98859178127885e-05	0.0413412108325504	0.0779782744982323	0.00477735556503518	0.00853351118460377	0.0298820373809125	0.00326246438577967	0.0575106038543541	0.00805671551593972	0.136194513369347	0.455756090875506	0.0461500659175344	0.00211030358143464	0.000178615889859136	0.000782178740834908	0.000985219279266198	0.0521469261339688	0.200336914396386	0.00214656814258281	0.18327324571059	0.0357142070080534	0.0125465916519841
